"Concept Id","Name","Description","Synonyms","Answers","Set Members","Class","Datatype","Changed By","Creator"
313,"prescription instructions","specific instructions on how to administer the medication","prescription instructions",,,"Question","Text",,"Super User"
314,"medical officer's notes","free text input of notes and orders","notes
orders
medical officer's notes
mga bilin",,,"Question","Text","Super User","Super User"
315,"sex","data set containing answers regarding gender or sex","sex
gender",,"male
female","ConvSet","N/A","null","Super User"
316,"male","Male","man
M
male
boy
lalaki","no
yes",,"Finding","N/A","null","Super User"
317,"female","Female","babae
F
female
woman
girl","yes
no",,"Finding","N/A","null","Super User"
318,"patient's data","data set containing data relevant to identifying and contacting patient and people related to the patient","patient's data
patient's identification data",,"patient's sex
date registered (in CHITS)
mother's name
mother's age
mother's occupation
mother's patient ID
mother's education
father's name
father's age
father's occupation
father's patient ID
father's education
address
contact phone number
person to call in case of emergency
contact phone number to call in case of emergency
birth order
date of birth registration
civil status
date registered (in ECCD program)
child's name
cellphone number
email address
cellphone number to call in case of emergency
date of death","ConvSet","N/A","Super User","Super User"
319,"date registered (in CHITS)","date input of when the patient was registered in CHITS","date registered (in CHITS)
petsa ng pagrehistro sa CHITS",,,"Question","Date","Super User","Super User"
320,"mother's name","free text input of mother's name","pangalan ng ina
mother's name",,,"Question","Text","Super User","Super User"
321,"mother's age","numeric input of mother's age","edad ng ina
mother's age",,,"Question","Numeric","Super User","Super User"
322,"mother's occupation","radiobutton list containing the occupation of the patient's mother","trabaho ng ina
mother's occupation","actor
actress
accountant
artist
ambulance driver
aircon technician
administrator
bouncer
beautician
bartender
barber
butcher
businessman
bus driver
bus conductor
cashier
carpenter
caregiver
calesa driver
clerk
company driver
cook
dental technician
dentist
dispatcher
domestic helper
electrician
employee
engineer
entertainer
family worker
family driver
farmer
fireman
fisherman
gardener
garbage collector
guest relations officer
government employee
housemaid
helper
janitor
housewife
laborer, skilled
jeepney driver
laundrywoman
laborer, unskilled
macho dancer
machine operator
mason
manager
nurse aide
OFW
midwife
nurse
merchandiser
messenger
masseur
medical technologist
physical therapist
physician
pharmacist aide
photographer
pedicab driver
pharmacist
painter
paramedic
retired
respiratory therapist
reflexologist
public school teacher
promogirl
private school teacher
policewoman
policeman
sewer
service engineer
service crew
security guard
seaman
salesman
saleslady
roomboy
supervisor
taxi driver
technician
tricycle driver
social worker
soldier
streetsweeper
student
welder
xray technician
none
other non-coded
truck driver
unspecified
vendor
waiter","accountant
actor
actress
administrator
aircon technician
ambulance driver
artist
barber
bartender
beautician
bouncer
bus conductor
bus driver
businessman
butcher
calesa driver
caregiver
carpenter
cashier
clerk
company driver
cook
dental technician
dentist
dispatcher
domestic helper
electrician
engineer
entertainer
family worker
family driver
fireman
garbage collector
gardener
government employee
guest relations officer
helper
housemaid
housewife
janitor
jeepney driver
laborer, skilled
laborer, unskilled
laundrywoman
machine operator
macho dancer
manager
mason
masseur
medical technologist
merchandiser
messenger
nurse aide
OFW
painter
paramedic
pedicab driver
pharmacist
pharmacist aide
photographer
physical therapist
physician
policeman
policewoman
private school teacher
promogirl
public school teacher
reflexologist
respiratory therapist
roomboy
saleslady
salesman
seaman
security guard
service crew
sewer
social worker
soldier
streetsweeper
supervisor
taxi driver
technician
tricycle driver
truck driver
unspecified
vendor
waiter
welder
xray technician
service engineer","Question","Coded","Super User","Super User"
323,"mother's patient ID","free text input of the mother's unique patient ID","mother's patient ID",,,"Question","Text",,"Super User"
324,"mother's education","radiobutton list containing educational attainment of patient's mother","mother's education","elementary
high school
college
graduate studies
vocational",,"Question","Coded","Super User","Super User"
325,"father's name","free text input of father's name","pangalan ng ama
father's name",,,"Question","Text","Super User","Super User"
326,"father's age","numeric input of father's age","father's age
edad ng ama",,,"Question","Numeric","Super User","Super User"
327,"father's occupation","radiobutton list containing the occupation of the patient's father","father's occupation
trabaho ng ama","employee
electrician
domestic helper
dispatcher
family driver
family worker
entertainer
engineer
clerk
cashier
carpenter
caregiver
dentist
dental technician
cook
company driver
janitor
jeepney driver
housemaid
housewife
laundrywoman
machine operator
laborer, skilled
laborer, unskilled
fisherman
garbage collector
farmer
fireman
guest relations officer
helper
gardener
government employee
nurse aide
nurse
painter
OFW
pedicab driver
paramedic
pharmacist aide
pharmacist
manager
macho dancer
masseur
mason
merchandiser
medical technologist
midwife
messenger
reflexologist
respiratory therapist
retired
roomboy
saleslady
salesman
seaman
security guard
photographer
physical therapist
physician
policeman
policewoman
private school teacher
promogirl
public school teacher
welder
waiter
vendor
unspecified
truck driver
tricycle driver
technician
taxi driver
supervisor
student
streetsweeper
soldier
social worker
sewer
service engineer
service crew
other non-coded
xray technician
none
ambulance driver
aircon technician
barber
artist
actor
accountant
administrator
actress
businessman
bus driver
calesa driver
butcher
beautician
bartender
bus conductor
bouncer","accountant
actor
actress
administrator
aircon technician
ambulance driver
artist
barber
bartender
beautician
bouncer
bus conductor
bus driver
businessman
butcher
calesa driver
caregiver
carpenter
cashier
clerk
company driver
cook
dental technician
dentist
dispatcher
domestic helper
electrician
engineer
entertainer
family worker
family driver
fireman
garbage collector
gardener
government employee
guest relations officer
helper
housemaid
housewife
janitor
jeepney driver
laborer, skilled
laborer, unskilled
laundrywoman
machine operator
macho dancer
manager
mason
masseur
medical technologist
merchandiser
messenger
nurse aide
OFW
painter
paramedic
pedicab driver
pharmacist
pharmacist aide
photographer
physical therapist
physician
policeman
policewoman
private school teacher
promogirl
public school teacher
reflexologist
respiratory therapist
roomboy
saleslady
salesman
seaman
security guard
service crew
sewer
social worker
soldier
streetsweeper
supervisor
taxi driver
technician
tricycle driver
truck driver
unspecified
vendor
waiter
welder
xray technician
service engineer","Question","Coded","Super User","Super User"
328,"father's patient ID","free text input of the father's unique patient ID","father's patient ID",,,"Question","Text",,"Super User"
329,"father's education","radiobutton list containing educational attainment of patient's father","father's education","college
graduate studies
vocational
elementary
high school",,"Question","Coded","Super User","Super User"
330,"address","free text input of home address","home address
residence
address",,,"Question","Text","null","Super User"
331,"contact phone number","free text input of the patient's phone number","home phone number
contact phone number
telepono
phone number",,,"Question","Text","Super User","Super User"
332,"person to call in case of emergency","free text input of name of person to call in case of an emergency","taong maaaring tawagin kapag may emergency
person to call in case of emergency
emergency contact person",,,"Question","Text","Super User","Super User"
333,"contact phone number to call in case of emergency","free text input of phone number of person to call in case of emergency","contact phone number to call in case of emergency
emergency phone number
teleponong maaaring tawagin kapag may emergency",,,"Question","Text","Super User","Super User"
334,"birth plan","data set containing details exclusive to birth planning needs","birth plan",,"person planned to deliver the baby
position of person planned to deliver the baby
planned location of delivery
philhealth accreditation
transportation to be used
person accompanying patient during delivery
relationship with patient
person to stay at home
name of blood donor
mother's needs
child's needs
transportation costs
delivery costs
medicine costs
birth registration costs
newborn screening costs
other costs","ConvSet","N/A","Super User","Super User"
335,"person planned to deliver the baby","free text input of name of person planned to delivery the baby","person planned to deliver the baby",,,"Question","Text","null","Super User"
336,"position of person planned to deliver the baby","radiobutton list which asks the position or rank of the person planned to deliver the baby","title of person planned to deliver the baby
rank of person planned to deliver the baby
posisyon ng tagapanganak
position of person planned to deliver the baby","nurse
traditional birth attendant
clinical officer/doctor
midwife
family member
friend
community health care worker
other non-coded
none","family member
clinical officer/doctor
midwife
nurse
traditional birth attendant
community health care worker
friend","Question","Coded","Super User","Super User"
337,"family member","answer; a family member","family member
kapamilya","no
yes",,"Misc","Boolean","Super User","Super User"
338,"position of person planned to deliver the baby
delivery assistant","position of person planned to deliver the baby
delivery assistant","position of person planned to deliver the baby
delivery assistant",,,"ConvSet","N/A",,"Super User"
339,"clinical officer/doctor","answer; a clinical officer, doctor, or resident","clinical officer/doctor
MD
duktor
resident","no
yes",,"Misc","Boolean",,"Super User"
340,"midwife","Midwife","midwife
kumadrona","no
yes",,"Finding","N/A","null","Super User"
341,"nurse","Nurse","nars
RN
nurse","no
yes",,"Finding","N/A","null","Super User"
342,"traditional birth attendant","Traditional Birth Attendant","TBA
hilot
traditional birth attendant","no
yes",,"Finding","N/A","null","Super User"
343,"community health care worker","answer; community health worker or barangay health worker","barangay health worker
BHW
CHW
community health worker
community health care worker","no
yes",,"Misc","Boolean","Super User","Super User"
344,"friend","answer; a friend defined by the patient","kaibigan
friend","yes
no",,"Misc","Boolean","Super User","Super User"
345,"planned location of delivery","radiobutton list which asks the planned location for delivery","preferred location of delivery
planned location of delivery","clinic, lying-in
home
other non-coded
provincial hospital
district hospital
clinic, private
clinic, primary care
hospital, private
hospital, government","provincial hospital
district hospital
clinic, lying-in
home
clinic, private","Question","Coded","null","Super User"
346,"provincial hospital","answer; provincial hospital","provincial hospital","yes
no",,"Misc","Boolean","Super User","Super User"
347,"district hospital","answer; district hospital","district hospital","no
yes",,"Misc","Boolean","Super User","Super User"
348,"clinic, private","answer; private clinic","health clinic/post
clinic, private
pribadong klinika","no
yes",,"Misc","Boolean","Super User","Super User"
349,"planned location of delivery
location of birth","planned location of delivery
location of birth","planned location of delivery
location of birth",,"health center [en]","ConvSet","N/A",,"Super User"
350,"clinic, lying-in","answer; lying-in clinic","clinic, lying-in","yes
no",,"Misc","Boolean","Super User","Super User"
351,"health center [en]","answer; primary care clinic or health center","health center [en]
primary care clinic",,,"Misc","Boolean",,"Super User"
352,"home","answer; home or residence","home
tirahan","no
yes",,"Misc","Boolean","null","Super User"
353,"philhealth accreditation","radiobutton list which asks whether the chosen location of delivery is accredited by philhealth or not","philhealth accreditation","no
unknown
yes",,"Question","Coded","Super User","Super User"
354,"transportation to be used","free text input of type of transportation to be used to bring the patient to the chosen institution of delivery","transportation to be used
paraan ng paglalakbay",,,"Question","Text","Super User","Super User"
355,"person accompanying patient during delivery","free text input of name of person who will stay with the patient during her admission","taong kasama ng pasyente habang nanganganak
person accompanying patient during delivery",,,"Question","Text","Super User","Super User"
356,"relationship with patient","radiobutton list which asks the relationship of the person in question with the patient","relasyon sa pasyente
relationship with patient","partner or spouse
family member
other relative
friend
other non-coded","partner or spouse
other relative","Question","Coded","Super User","Super User"
